rank,language,fname,packages,scripts,share,calls
621,R,amce,cjoint,8,0.0009,57
622,R,approx,stats,8,0.0009,19
623,R,arima.sim,stats,8,0.0009,15
624,R,bal.plot,cobalt,8,0.0009,38
625,Python,brentq,scipy.optimize,8,0.0013,12
626,R,cellFromRowColCombine,raster,8,0.0009,17
627,R,cellStats,raster,8,0.0009,46
628,R,coefplot,MuMIn;arm;fixest,8,0.0009,31
629,R,constraints,VGAM,8,0.0009,8
630,R,corrplot,arm,8,0.0009,16
631,R,coxph.control,survival,8,0.0009,35
632,R,dataSigned,raster,8,0.0009,8
633,R,display,arm,8,0.0009,19
634,R,dlog,VGAM,8,0.0009,36
635,R,dummy,lme4,8,0.0009,8
636,R,dunif,stats,8,0.0009,28
637,R,efp,strucchange,8,0.0009,21
638,R,embed,stats,8,0.0009,10
639,R,forceSymmetric,Matrix,8,0.0009,19
640,R,getCluster,raster,8,0.0009,9
641,R,isLonLat,raster,8,0.0009,11
642,R,isTriangular,Matrix,8,0.0009,15
643,R,ks.test,stats,8,0.0009,103
644,R,llist,Hmisc,8,0.0009,8
645,R,makeDmatrix,lfe,8,0.0009,11
646,R,model.offset,stats,8,0.0009,12
647,R,nlsList,nlme,8,0.0009,14
648,R,pairs,raster,8,0.0009,10
649,R,plot.ts,stats,8,0.0009,12
650,R,ppoints,stats,8,0.0009,24
651,R,qf,stats,8,0.0009,45
652,R,qunif,stats,8,0.0009,20
653,Python,r2_score,sklearn.metrics,8,0.0013,19
654,R,rBind,Matrix,8,0.0009,26
655,R,ranef,brms;lme4;metafor;nlme;ordinal;plm;rstanarm,8,0.0009,25
656,R,rcauchy,stats,8,0.0009,13
657,R,rcorr,Hmisc,8,0.0009,11
658,R,rcs,rms,8,0.0009,8
659,R,rdirichlet,MCMCpack;brms,8,0.0009,11
660,R,rdrobust,rdrobust,8,0.0009,51
661,R,reset,lmtest,8,0.0009,14
662,R,returnCluster,raster,8,0.0009,9
663,R,rnbinom,stats,8,0.0009,8
664,Python,sf,scipy.stats,8,0.0013,78
665,R,shortest.paths,igraph,8,0.0009,8
666,R,spMatrix,Matrix,8,0.0009,12
667,R,st_disjoint,sf,8,0.0009,9
668,R,st_overlaps,sf,8,0.0009,11
669,R,st_within,sf,8,0.0009,9
670,R,tm_fill,tmap,8,0.0009,30
671,R,tmap_save,tmap,8,0.0009,23
672,R,tsdiag,stats,8,0.0009,22
673,R,write_sf,sf,8,0.0009,13
674,Python,BFGS,scipy.optimize,7,0.0011,13
675,R,Fstats,strucchange,7,0.0007,11
676,Python,Generator,numpy.random,7,0.0011,211
677,R,Mode,DescTools,7,0.0007,11
678,Python,add_constant,statsmodels,7,0.0011,12
679,R,amelia,Amelia,7,0.0007,9
680,R,anyDuplicatedT,Matrix,7,0.0007,8
681,R,approxExtrap,Hmisc,7,0.0007,18
682,R,ar,brms;stats,7,0.0007,18
683,R,as.dist,stats,7,0.0007,11
684,R,as.raster,raster,7,0.0007,8
685,R,as_Spatial,sf,7,0.0007,12
686,R,as_data_frame,igraph,7,0.0007,19
687,R,augPred,nlme,7,0.0007,12
688,R,bayesglm,arm,7,0.0007,129
689,R,cellsFromExtent,raster,7,0.0007,16
690,R,classIntervals,classInt,7,0.0007,36
691,R,coordnames,sp,7,0.0007,13
692,R,cox.zph,survival,7,0.0007,25
693,R,cut2,Hmisc,7,0.0007,13
694,R,demean,fixest,7,0.0007,25
695,R,dropRollCall,pscl,7,0.0007,7
696,R,efactory,lfe,7,0.0007,23
697,R,expm,Matrix,7,0.0007,27
698,R,extend,raster,7,0.0007,9
699,R,factorValues,raster,7,0.0007,9
700,R,frailty,survival,7,0.0007,228
701,R,freq,questionr;raster,7,0.0007,39
702,R,frequency,stats,7,0.0007,22
703,R,func,raster,7,0.0007,22
704,R,gefp,strucchange,7,0.0007,7
705,R,getME,lme4,7,0.0007,22
706,R,glm.cluster,miceadds,7,0.0007,201
707,R,graph.adjacency,igraph,7,0.0007,29
708,R,group_rows,srvyr,7,0.0007,17
709,R,group_split,srvyr,7,0.0007,17
710,R,ideal,pscl,7,0.0007,7
711,R,kweights,sandwich,7,0.0007,40
712,R,l,fixest,7,0.0007,88
713,R,lmList,lme4;nlme,7,0.0007,12
714,R,lm_lin,estimatr,7,0.0007,44
715,R,maxLik,plm,7,0.0007,7
716,R,n.comp.nb,spdep,7,0.0007,12
717,R,nbdists,spdep,7,0.0007,9
718,R,panel,fixest,7,0.0007,10
719,Python,pdf,scipy.stats,7,0.0011,162
720,R,qtm,tmap,7,0.0007,9
721,Python,rbf_kernel,sklearn.metrics,7,0.0011,21
722,R,readKH,pscl,7,0.0007,7
723,R,rlogis,stats,7,0.0007,9
724,R,rweibull,stats,7,0.0007,7
725,R,setZ,raster,7,0.0007,9
726,R,sp.polygons,sp,7,0.0007,7
727,R,sp.theme,sp,7,0.0007,57
728,Python,spearmanr,scipy.stats,7,0.0011,91
729,R,spweights.constants,spdep,7,0.0007,10
730,R,st_boundary,sf,7,0.0007,10
731,R,st_contains,sf,7,0.0007,8
732,R,st_covered_by,sf,7,0.0007,11
733,R,st_graticule,sf,7,0.0007,15
734,R,st_sym_difference,sf,7,0.0007,8
735,R,stepAIC,MASS,7,0.0007,18
736,R,stringdist,stringdist,7,0.0007,7
737,R,stripplot,mice,7,0.0007,19
738,R,tsp,stats,7,0.0007,8
739,R,unstack,raster,7,0.0007,7
740,R,varIdent,nlme,7,0.0007,17
741,R,varPower,nlme,7,0.0007,16
742,R,.diagU2N,Matrix,6,0.0006,10
743,R,MatchBalance,Matching,6,0.0006,10
744,Python,NonlinearConstraint,scipy.optimize,6,0.0010,58
745,R,PanelEstimate,PanelMatch,6,0.0006,25
746,R,PanelMatch,PanelMatch,6,0.0006,43
747,Python,Perceptron,sklearn.linear_model,6,0.0010,27
748,R,Predict,car;rms,6,0.0006,10
749,Python,SGDClassifier,sklearn.linear_model,6,0.0010,18
750,R,SSlogis,stats,6,0.0006,10
751,R,Szero,spdep,6,0.0006,8
752,R,adf.test,tseries,6,0.0006,15
753,R,aggregate.data.frame,stats,6,0.0006,11
754,R,amatch,stringdist,6,0.0006,7
755,R,augment,broom.mixed,6,0.0006,19
756,R,brglm,brglm,6,0.0006,31
757,R,capitalize,Hmisc,6,0.0006,6
758,R,cbind2,Matrix,6,0.0006,40
759,R,compareCRS,raster,6,0.0006,6
760,R,condfstat,lfe,6,0.0006,12
761,Python,confusion_matrix,sklearn.metrics,6,0.0010,30
762,R,cov.rob,MASS,6,0.0006,7
763,R,degreeLabelsEW,sp,6,0.0006,6
764,R,degreeLabelsNS,sp,6,0.0006,6
765,R,diffnb,spdep,6,0.0006,6
766,R,dispersiontest,AER,6,0.0006,18
767,R,dnearneigh,spdep,6,0.0006,16
768,R,dotchart,survey,6,0.0006,26
769,Python,euclidean_distances,sklearn.metrics,6,0.0010,22
770,R,fitdistr,MASS,6,0.0006,18
771,R,fun1,metafor,6,0.0006,27
772,R,garch,tseries,6,0.0006,11
773,R,get.hist.quote,tseries,6,0.0006,12
774,R,ggmap,ggmap,6,0.0006,8
775,R,gnls,nlme,6,0.0006,8
776,R,graph.edgelist,igraph,6,0.0006,6
777,R,gridlines,sp,6,0.0006,6
778,R,group_map,srvyr,6,0.0006,13
779,R,html,Hmisc;memisc,6,0.0006,8
780,R,identicalCRS,sp,6,0.0006,18
781,R,influence.measures,stats,6,0.0006,11
782,R,is.regular,zoo,6,0.0006,12
783,R,is_named,igraph,6,0.0006,10
784,Python,lognormal,numpy.random,6,0.0010,23
785,R,lowess,stats,6,0.0006,7
786,R,lrm,rms,6,0.0006,130
787,R,makegrid,sp,6,0.0006,6
788,Python,mean_squared_error,sklearn.metrics,6,0.0010,24
789,Python,mode,scipy.stats,6,0.0010,36
790,R,nlminb,stats,6,0.0006,9
791,Python,norm,scipy.stats,6,0.0010,20
792,Python,pareto,numpy.random,6,0.0010,15
793,R,period.apply,xts,6,0.0006,40
794,R,plsmo,Hmisc,6,0.0006,8
795,R,po.test,tseries,6,0.0006,6
796,R,prcomp,stats,6,0.0006,6
797,R,princomp,stats,6,0.0006,9
798,R,projectRaster,raster,6,0.0006,12
799,R,rankMatrix,Matrix,6,0.0006,6
800,R,rawToHex,sf,6,0.0006,8
801,Python,roc_auc_score,sklearn.metrics,6,0.0010,75
802,R,rollsum,zoo,6,0.0006,46
803,R,select_if,srvyr,6,0.0006,8
804,R,sem,lavaan,6,0.0006,54
805,R,setFixest_fml,fixest,6,0.0006,20
806,R,setMinMax,raster,6,0.0006,11
807,R,sp.text,sp,6,0.0006,11
808,R,sparse.model.matrix,Matrix,6,0.0006,22
809,R,spectrum,igraph;stats,6,0.0006,23
810,R,st_covers,sf,6,0.0006,6
811,R,st_crosses,sf,6,0.0006,6
812,R,st_equals_exact,sf,6,0.0006,6
813,R,st_geometry_type,sf,6,0.0006,8
814,R,st_nearest_feature,sf,6,0.0006,11
815,R,stl,stats,6,0.0006,9
816,R,summaryP,Hmisc,6,0.0006,12
817,R,supsmu,stats,6,0.0006,14
818,R,syms,memisc;srvyr,6,0.0006,47
819,R,tm_polygons,tmap,6,0.0006,50
820,R,tr,aod;psych,6,0.0006,28
821,R,ts.intersect,stats,6,0.0006,7
822,R,vcovBS,sandwich,6,0.0006,12
823,R,xpred.rpart,rpart,6,0.0006,7
824,R,zooreg,zoo,6,0.0006,12
825,R,.getXlevels,stats,5,0.0005,5
826,R,.onLoad,sna,5,0.0005,5
827,R,C,stats,5,0.0005,9
828,R,SpatialPolygonsRescale,sp,5,0.0005,10
829,R,StructTS,stats,5,0.0005,5
830,Python,adjusted_rand_score,sklearn.metrics,5,0.0008,12
831,R,alignExtent,raster,5,0.0005,5
832,R,area,MASS;raster,5,0.0005,5
833,R,bandnr,raster,5,0.0005,11
834,R,betareg,betareg,5,0.0005,10
835,Python,binom,scipy.stats,5,0.0008,10
836,R,boundary,strucchange,5,0.0005,13
837,R,c_across,srvyr,5,0.0005,11
838,R,census_api_key,tidycensus,5,0.0005,5
839,R,center,sjmisc,5,0.0005,7
840,R,cfa,lavaan,5,0.0005,24
841,R,char2dms,sp,5,0.0005,10
842,R,clusters,betareg;igraph,5,0.0005,8
843,R,cmeans,e1071,5,0.0005,9
844,R,compare,igraph,5,0.0005,6
845,R,components,igraph;marginaleffects;sna,5,0.0005,5
846,R,cov.wt,stats,5,0.0005,8
847,R,decompose,igraph;stats,5,0.0005,5
848,R,difference_in_means,estimatr,5,0.0005,104
849,R,disaggregate,raster;sp,5,0.0005,7
850,R,dnbinom,stats,5,0.0005,10
851,R,dummyVars,caret,5,0.0005,5
852,R,encomptest,lmtest,5,0.0005,5
853,R,expand.model.frame,stats,5,0.0005,6
854,R,femlm,fixest,5,0.0005,7
855,R,fft,stats,5,0.0005,21
856,R,fitstat,fixest,5,0.0005,17
857,R,fun2,raster,5,0.0005,25
858,R,getData,lme4;nlme;raster,5,0.0005,6
859,R,get_y,brms;rstanarm,5,0.0005,7
860,R,gqtest,lmtest,5,0.0005,5
861,Python,group_columns,scipy.optimize,5,0.0008,10
862,R,harvtest,lmtest,5,0.0005,5
863,R,horvitz_thompson,estimatr,5,0.0005,94
864,R,is.symmetric.glist,spdep,5,0.0005,11
865,R,is.ts,stats,5,0.0005,10
866,R,isDiagonal,Matrix,5,0.0005,10
867,R,joinCountryData2Map,rworldmap,5,0.0005,9
868,Python,kendalltau,scipy.stats,5,0.0008,50
869,R,kpss.test,tseries,5,0.0005,5
870,Python,kstest,scipy.stats,5,0.0008,16
871,R,kurtosis,e1071,5,0.0005,5
872,R,layout.north.arrow,sp,5,0.0005,45
873,R,layout.scale.bar,sp,5,0.0005,35
874,Python,linear_sum_assignment,scipy.optimize,5,0.0008,17
875,R,lm_robust_fit,estimatr,5,0.0005,13
876,R,load_variables,tidycensus,5,0.0005,5
877,R,lsfit,stats,5,0.0005,9
878,Python,make_scorer,sklearn.metrics,5,0.0008,42
879,R,mapCountryData,rworldmap,5,0.0005,12
880,R,mapLegendGrob,sp,5,0.0005,5
881,R,margins,ltm;margins,5,0.0005,21
882,R,nblag,spdep,5,0.0005,5
883,R,omega,psych,5,0.0005,10
884,R,origin,raster,5,0.0005,6
885,R,pFtest,plm,5,0.0005,5
886,R,panel.pointsplot,sp,5,0.0005,5
887,R,pdDiag,nlme,5,0.0005,24
888,R,pgmm,plm,5,0.0005,5
889,R,phi,psych,5,0.0005,7
890,R,phtest,plm,5,0.0005,5
891,R,plmtest,plm,5,0.0005,5
892,Python,pmf,scipy.stats,5,0.0008,61
893,R,pnbinom,stats,5,0.0005,24
894,R,polygons,sp,5,0.0005,5
895,R,pp.test,tseries,5,0.0005,5
896,R,printSpMatrix,Matrix,5,0.0005,8
897,R,projectExtent,raster,5,0.0005,7
898,R,pweibull,stats,5,0.0005,18
899,R,qqplot,stats,5,0.0005,5
900,R,qr.qy,Matrix,5,0.0005,8
901,R,qr.resid,Matrix,5,0.0005,11
902,R,qzipois,VGAM,5,0.0005,5
903,Python,recall_score,sklearn.metrics,5,0.0008,21
904,R,rgeom,stats,5,0.0005,5
905,R,rstandard,stats,5,0.0005,12
906,R,rzipois,VGAM,5,0.0005,5
907,R,sampleRandom,raster,5,0.0005,5
908,R,sensemakr,sensemakr,5,0.0005,8
909,R,setExtent,raster,5,0.0005,5
910,R,shapiro.test,stats,5,0.0005,17
911,R,skewness,e1071,5,0.0005,5
912,R,skewpart,Matrix,5,0.0005,5
913,R,smooth,stats,5,0.0005,67
914,R,sn2listw,spdep,5,0.0005,7
915,R,spline,stats,5,0.0005,7
916,R,st_as_grob,sf,5,0.0005,24
917,R,st_set_agr,sf,5,0.0005,5
918,R,summary.lm,stats,5,0.0005,7
919,R,tformat,xts,5,0.0005,16
920,R,tmap_arrange,tmap,5,0.0005,14
921,R,tmp,metafor,5,0.0005,7
922,R,toTitleCase,tmap,5,0.0005,7
923,R,translate,Hmisc,5,0.0005,62
924,Python,v_measure_score,sklearn.metrics,5,0.0008,16
925,R,varImp,caret,5,0.0005,6
926,R,vcovOPG,sandwich,5,0.0005,5
927,R,vcovSCC,plm,5,0.0005,5
928,R,version,mice,5,0.0005,7
929,R,winsor,psych,5,0.0005,13
930,R,zap_labels,sjlabelled,5,0.0005,20
931,R,zerodist,sp,5,0.0005,6
932,R,.bdiag,Matrix,4,0.0004,4
933,R,.parseISO8601,xts,4,0.0004,30
934,R,Effect,effects,4,0.0004,10
935,R,Function,Hmisc,4,0.0004,8
936,R,G,arm,4,0.0004,17
937,Python,Halton,scipy.stats,4,0.0006,24
938,R,Hilbert,Matrix,4,0.0004,6
939,R,HoltWinters,stats,4,0.0004,4
940,R,Initialize,nlme,4,0.0004,16
941,Python,LinearConstraint,scipy.optimize,4,0.0006,21
942,R,Null,MASS,4,0.0004,4
943,Python,OrthogonalMatchingPursuit,sklearn.linear_model,4,0.0006,6
944,R,Recode,DescTools;car,4,0.0004,6
945,R,SSasymp,stats,4,0.0004,5
946,R,SSasympOff,stats,4,0.0004,9
947,Python,Sobol,scipy.stats,4,0.0006,11
948,Python,WLS,statsmodels,4,0.0006,7
949,Python,acf,statsmodels,4,0.0006,5
950,R,addMarginal,Hmisc,4,0.0004,4
951,R,adjacent,raster,4,0.0004,4
952,R,alias,stats,4,0.0004,4
953,R,apply.monthly,xts,4,0.0004,10
954,R,ar.yw,stats,4,0.0004,7
955,Python,average_precision_score,sklearn.metrics,4,0.0006,39
956,R,axTicksByTime,xts,4,0.0004,8
957,R,bam,mgcv,4,0.0004,5
958,R,band,Matrix,4,0.0004,9
959,R,bin,fixest,4,0.0004,9
960,R,binconf,Hmisc,4,0.0004,4
961,R,boundaries,raster,4,0.0004,4
962,R,bw.SJ,stats,4,0.0004,5
963,R,cBind,Matrix,4,0.0004,42
964,R,cell2nb,spdep,4,0.0004,6
965,Python,check_grad,scipy.optimize,4,0.0006,5
966,Python,chi2,scipy.stats,4,0.0006,6
967,R,clearValues,raster,4,0.0004,5
968,R,coda.samples,rjags,4,0.0004,8
969,R,condest,Matrix,4,0.0004,4
970,R,contents,Hmisc,4,0.0004,4
971,R,cophenetic,stats,4,0.0004,8
972,R,createDataPartition,caret,4,0.0004,7
973,R,css,memisc,4,0.0004,4
974,R,d,fixest,4,0.0004,13
975,R,dcauchy,stats,4,0.0004,8
976,R,dchisq,stats,4,0.0004,16
977,R,dexp,stats,4,0.0004,8
978,R,dgeom,stats,4,0.0004,8
979,R,dhyper,stats,4,0.0004,8
980,R,distHaversine,geosphere,4,0.0004,6
981,R,dlnorm,stats,4,0.0004,8
982,R,dlogis,stats,4,0.0004,8
983,R,dweibull,stats,4,0.0004,8
984,R,dwilcox,stats,4,0.0004,8
985,R,enexpr,srvyr,4,0.0004,16
986,R,erase,raster,4,0.0004,7
987,R,fdHess,nlme,4,0.0004,4
988,R,feNmlm,fixest,4,0.0004,8
989,R,fenegbin,fixest,4,0.0004,8
990,R,fisher.test,stats,4,0.0004,53
991,R,focal,raster,4,0.0004,28
992,Python,fsolve,scipy.optimize,4,0.0006,4
993,R,gabrielneigh,spdep,4,0.0004,6
994,R,gamSim,mgcv,4,0.0004,9
995,R,get.w,cobalt,4,0.0004,22
996,R,getGridIndex,sp,4,0.0004,5
997,R,get_ll_warn,sp,4,0.0004,4
998,Python,get_scorer,sklearn.metrics,4,0.0006,23
999,R,gghistogram,forecast,4,0.0004,5
1000,R,glmnet.control,glmnet,4,0.0004,8
1001,R,graph2nb,spdep,4,0.0004,20
1002,R,group_modify,srvyr,4,0.0004,4
1003,R,gsynth,gsynth,4,0.0004,18
1004,R,hdquantile,Hmisc,4,0.0004,8
1005,R,hdr,raster,4,0.0004,6
1006,R,isLDL,Matrix,4,0.0004,4
1007,R,is_empty,sjmisc,4,0.0004,8
1008,R,jags.model,rjags,4,0.0004,8
1009,R,jarque.bera.test,tseries,4,0.0004,18
1010,R,kernel,stats,4,0.0004,8
1011,R,knearneigh,spdep,4,0.0004,14
1012,R,knn2nb,spdep,4,0.0004,14
1013,Python,ks_2samp,scipy.stats,4,0.0006,11
1014,R,ksmooth,stats,4,0.0004,17
1015,Python,kurtosis,scipy.stats,4,0.0006,23
1016,R,lm.wfit,stats,4,0.0004,8
1017,R,mChoice,Hmisc,4,0.0004,4
1018,R,magic,mgcv,4,0.0004,9
1019,R,mapasp,sp,4,0.0004,6
1020,R,mice,mice,4,0.0004,6
1021,R,mosaic,raster,4,0.0004,8
1022,Python,mquantiles,scipy.stats,4,0.0006,4
1023,R,nest_by,srvyr,4,0.0004,6
1024,Python,newton,scipy.optimize,4,0.0006,47
1025,R,optimHess,stats,4,0.0004,5
1026,R,pack,Matrix,4,0.0004,8
1027,Python,pearsonr,scipy.stats,4,0.0006,42
1028,R,period.max,xts,4,0.0004,6
1029,R,periodicity,xts,4,0.0004,43
1030,R,pexp,stats,4,0.0004,16
1031,R,pgeom,stats,4,0.0004,16
1032,R,phyper,stats,4,0.0004,16
1033,R,plnorm,stats,4,0.0004,16
1034,R,point.in.polygon,sp,4,0.0004,5
1035,Python,precision_score,sklearn.metrics,4,0.0006,12
1036,R,predictions,marginaleffects,4,0.0004,16
1037,R,pwilcox,stats,4,0.0004,16
1038,R,qcauchy,stats,4,0.0004,16
1039,R,qexp,stats,4,0.0004,16
1040,R,qgeom,stats,4,0.0004,16
1041,R,qhyper,stats,4,0.0004,16
1042,R,qlnorm,stats,4,0.0004,16
1043,R,qlogis,stats,4,0.0004,16
1044,R,qnbinom,stats,4,0.0004,16
1045,R,qweibull,stats,4,0.0004,16
1046,R,qwilcox,stats,4,0.0004,16
1047,R,rasterToPolygons,raster,4,0.0004,18
1048,R,rational,MASS,4,0.0004,36
1049,R,rbind2,Matrix,4,0.0004,32
1050,R,rdbwselect,rdrobust,4,0.0004,22
1051,R,read.gal,spdep,4,0.0004,6
1052,R,readIniFile,raster,4,0.0004,4
1053,R,relativeneigh,spdep,4,0.0004,6
1054,R,resample,raster,4,0.0004,5
1055,R,rf,stats,4,0.0004,4
1056,R,rhyper,stats,4,0.0004,4
1057,Python,root_scalar,scipy.optimize,4,0.0006,16
1058,R,rwilcox,stats,4,0.0004,4
1059,R,selection,sampleSelection,4,0.0004,5
1060,Python,skew,scipy.stats,4,0.0006,20
1061,R,smean.cl.normal,Hmisc,4,0.0004,4
1062,R,smooth.spline,stats,4,0.0004,4
1063,R,soi.graph,spdep,4,0.0004,8
1064,R,sparseVector,Matrix,4,0.0004,4
1065,R,st_is_within_distance,sf,4,0.0004,11
1066,R,st_line_merge,sf,4,0.0004,7
1067,R,st_sample,sf,4,0.0004,25
1068,R,st_set_precision,sf,4,0.0004,26
1069,Python,standard_normal,numpy.random,4,0.0006,12
1070,R,stratify,Hmisc,4,0.0004,4
1071,R,summaryS,Hmisc,4,0.0004,32
1072,R,theme_nothing,ggmap,4,0.0004,5
1073,R,tmap_mode,tmap,4,0.0004,9
1074,R,tri2nb,spdep,4,0.0004,8
1075,R,tune,e1071,4,0.0004,4
1076,R,unpack,Matrix,4,0.0004,4
1077,R,validate,rms,4,0.0004,10
1078,R,vcovBK,plm,4,0.0004,76
1079,R,writeMM,Matrix,4,0.0004,6
1080,R,.C2nC,Matrix,3,0.0003,4
1081,R,.asmatrix,Matrix,3,0.0003,22
1082,R,.symDiagonal,Matrix,3,0.0003,4
1083,R,.trDiagonal,Matrix,3,0.0003,6
1084,R,ACF,nlme,3,0.0003,9
1085,Python,ARDRegression,sklearn.linear_model,3,0.0005,11
1086,R,Abind,DescTools,3,0.0003,3
1087,R,Cv_to_Vv,lme4,3,0.0003,3
1088,R,E,igraph,3,0.0003,20
1089,R,KhatriRao,Matrix,3,0.0003,3
1090,Python,LogisticRegressionCV,sklearn.linear_model,3,0.0005,33
1091,Python,MT19937,numpy.random,3,0.0005,178
1092,Python,PassiveAggressiveClassifier,sklearn.linear_model,3,0.0005,17
1093,Python,ScalarFunction,scipy.optimize,3,0.0005,12
1094,Python,SeedSequence,numpy.random,3,0.0005,9
1095,R,Variogram,nlme,3,0.0003,9
1096,R,Vv_to_Cv,lme4,3,0.0003,3
1097,R,WDI,WDI,3,0.0003,5
1098,R,apply.yearly,xts,3,0.0003,3
1099,Python,approx_derivative,scipy.optimize,3,0.0005,71
1100,R,as.SpatialPolygons.GridTopology,sp,3,0.0003,3
1101,R,as.irts,tseries,3,0.0003,3
1102,R,as.mcmc,brms;coda,3,0.0003,25
1103,R,as.zooreg,zoo,3,0.0003,3
1104,R,bdiag,Matrix,3,0.0003,12
1105,Python,bernoulli,scipy.stats,3,0.0005,6
1106,Python,beta,scipy.stats,3,0.0005,6
1107,R,bigGlm,glmnet,3,0.0003,4
1108,Python,brier_score_loss,sklearn.metrics,3,0.0005,21
1109,R,calibration,caret,3,0.0003,3
1110,R,case.names,VGAM;stats,3,0.0003,3
1111,R,cbind.sf,sf,3,0.0003,5
1112,R,ceil,Hmisc,3,0.0003,7
1113,R,cgsolve,lfe,3,0.0003,10
1114,Python,check_scoring,sklearn.metrics,3,0.0005,11
1115,Python,chisquare,numpy.random,3,0.0005,5
1116,R,cluster.bs.glm,clusterSEs,3,0.0003,46
1117,R,coeftable,fixest,3,0.0003,8
1118,R,confint.default,stats,3,0.0003,50
1119,R,confusionMatrix,caret,3,0.0003,7
1120,R,conley,fixest,3,0.0003,9
1121,R,corCAR1,nlme,3,0.0003,3
1122,R,corCompSymm,nlme,3,0.0003,6
1123,R,corMatrix,Matrix;nlme,3,0.0003,10
1124,R,corSymm,nlme,3,0.0003,5
1125,R,cur_column,srvyr,3,0.0003,3
1126,R,cycle,stats,3,0.0003,4
1127,R,datagrid,marginaleffects,3,0.0003,7
1128,R,declaration_to_condition_pr_mat,estimatr,3,0.0003,26
1129,R,diameter,igraph,3,0.0003,3
1130,R,dmvnorm,mvtnorm,3,0.0003,4
1131,R,drawExtent,raster,3,0.0003,7
1132,R,ebalance,ebal,3,0.0003,3
1133,Python,entropy,scipy.stats,3,0.0005,53
1134,R,eqscplot,MASS,3,0.0003,31
1135,Python,exponential,numpy.random,3,0.0005,5
1136,Python,f1_score,sklearn.metrics,3,0.0005,10
1137,R,fa,psych,3,0.0003,7
1138,R,fa.parallel,psych,3,0.0003,6
1139,R,family,stats,3,0.0003,3
1140,R,fevcov,lfe,3,0.0003,3
1141,R,findbars,lme4,3,0.0003,3
1142,R,fourier,forecast,3,0.0003,3
1143,Python,gaussian_kde,scipy.stats,3,0.0005,3
1144,R,geary.test,spdep,3,0.0003,5
1145,R,gen_pr_matrix_cluster,estimatr,3,0.0003,5
1146,R,geocode,ggmap,3,0.0003,3
1147,R,get.ZeroPolicyOption,spdep,3,0.0003,5
1148,R,getCall,stats,3,0.0003,3
1149,R,getFixest_notes,fixest,3,0.0003,10
1150,R,getFixest_nthreads,fixest,3,0.0003,9
1151,R,getSpPPolygonsLabptSlots,sp,3,0.0003,4
1152,R,get_Polypath,sp,3,0.0003,5
1153,R,get_decennial,tidycensus,3,0.0003,3
1154,R,get_ll_TOL,sp,3,0.0003,3
1155,R,glmmPQL,MASS,3,0.0003,5
1156,R,gr,brms,3,0.0003,4
1157,R,group_keys,srvyr,3,0.0003,6
1158,R,group_vars,srvyr,3,0.0003,18
1159,R,ifelse.zoo,zoo,3,0.0003,3
1160,R,importance,MuMIn;randomForest,3,0.0003,3
1161,R,indexClass,xts,3,0.0003,51
1162,R,indexTZ,xts,3,0.0003,7
1163,R,inspect,lavaan,3,0.0003,6
1164,R,inv.logit,boot,3,0.0003,12
1165,R,kaczmarz,lfe,3,0.0003,4
1166,R,kde2d,MASS,3,0.0003,4
1167,R,lFormula,lme4,3,0.0003,9
1168,Python,linregress,scipy.stats,3,0.0005,23
1169,R,listw2sn,spdep,3,0.0003,3
1170,R,listw2star,spdep,3,0.0003,3
1171,R,lm.cluster,miceadds,3,0.0003,26
1172,R,loess.smooth,stats,3,0.0003,6
1173,Python,log_loss,sklearn.metrics,3,0.0005,19
1174,Python,logcdf,scipy.stats,3,0.0005,20
1175,Python,logpdf,scipy.stats,3,0.0005,42
1176,Python,logpmf,scipy.stats,3,0.0005,20
1177,R,lrtest.default,lmtest,3,0.0003,3
1178,Python,mannwhitneyu,scipy.stats,3,0.0005,65
1179,R,matching,arm,3,0.0003,11
1180,Python,mean,scipy.stats,3,0.0005,22
1181,R,medsens,mediation,3,0.0003,11
1182,R,mi.meld,Amelia,3,0.0003,5
1183,R,missmap,Amelia,3,0.0003,3
1184,R,mkDataTemplate,lme4,3,0.0003,3
1185,R,mkMerMod,lme4,3,0.0003,3
1186,R,mkParsTemplate,lme4,3,0.0003,3
1187,R,mlist2vec,lme4,3,0.0003,3
1188,Python,moment,scipy.stats,3,0.0005,39
1189,R,moran,spdep,3,0.0003,6
1190,R,moran.test,spdep,3,0.0003,17
1191,R,n_groups,srvyr,3,0.0003,4
1192,R,na.contiguous,stats,3,0.0003,3
1193,R,na.spline,zoo,3,0.0003,6
1194,R,ncvTest,car,3,0.0003,6
1195,Python,normalized_mutual_info_score,sklearn.metrics,3,0.0005,11
1196,Python,normaltest,scipy.stats,3,0.0005,12
1197,R,number,Matrix,3,0.0003,25
1198,R,optimise,stats,3,0.0003,4
1199,R,optimizeLmer,lme4,3,0.0003,3
1200,R,ovb_minimal_reporting,sensemakr,3,0.0003,3
1201,R,p.adjustSP,spdep,3,0.0003,3
1202,R,pR2,pscl,3,0.0003,61
1203,Python,pairwise_distances_argmin,sklearn.metrics,3,0.0005,5
1204,Python,pairwise_kernels,sklearn.metrics,3,0.0005,15
1205,R,parcoord,MASS,3,0.0003,4
1206,R,pdBlocked,nlme,3,0.0003,4
1207,Python,precision_recall_curve,sklearn.metrics,3,0.0005,15
1208,R,predict.gam,mgcv,3,0.0003,5
1209,R,pspline,survival,3,0.0003,5
